evento,numero di run,numero di evento,giorno,mese,anno,ora,minuti,secondi,miliardesimi di secondo,pT 0,eta 0,phi 0,pT 1,eta 1,phi 1,pT 2,eta 2,phi 2,pT nu,phi nu,NN,prob,differenza numero di run
44,303638,3987087329,11,7,2016,6,18,54,471177880,49.7502,0.776253,2.00101,599.35,-1.19459,1.44991,117.973,-0.712143,-2.33634,35.111,1.97911,6.21147e-09,6.21147e-09,0.0
45,303638,4899742826,11,7,2016,10,59,20,350726535,41.0306,1.62637,-1.38079,46.2253,1.73549,-1.89793,22.8362,-0.235291,-2.3594,42.6352,-0.525168,0.131222,0.131222,0.0
46,303638,3174691309,11,7,2016,2,23,49,325545005,33.4973,1.84015,0.224025,94.0102,0.0380024,-0.436996,15.9665,-0.921477,-3.04771,98.2546,2.99614,0.0149059,0.0149059,0.0
273,303846,1071859246,14,7,2016,6,27,33,747660790,25.562,-1.52896,-2.51111,31.8913,-0.882692,-1.92427,32.2214,-0.876317,0.778708,43.2288,0.720834,0.317949,0.317949,208.0
274,303846,913041262,14,7,2016,5,50,45,243937450,150.382,0.601312,0.0524771,86.5322,0.279123,0.446065,243.973,0.840822,-2.6977,36.9255,2.00491,0.647098,0.647098,0.0
275,303846,1235956776,14,7,2016,7,21,0,942902780,33.8023,-1.91355,0.213212,35.6046,-2.42837,0.221604,44.9216,0.511855,-2.10148,43.2647,2.06344,0.0839844,0.0839844,0.0
276,303846,1784941820,14,7,2016,9,26,47,916502555,37.3232,-0.69424,0.095294,395.392,0.45201,-0.458573,133.272,0.237616,2.74766,294.96,2.72018,0.279914,0.279914,0.0
277,303846,2389993704,14,7,2016,11,52,13,129075200,62.6323,-1.6093,0.0410213,33.6783,-2.27022,-1.46339,57.2811,-2.13091,-3.04355,38.085,1.76047,0.135887,0.135887,0.0
85,303892,1233062942,15,7,2016,14,16,53,237527115,18.3569,2.43651,1.57763,35.0438,1.9452,-2.14363,22.2887,2.40398,-1.95985,47.7419,0.809917,0.322985,0.322985,46.0
86,303892,3372265852,15,7,2016,23,32,8,740698730,63.568,-1.95925,-1.23601,42.746,-2.06114,-0.854779,33.814,-0.899123,2.41874,36.7001,2.67804,0.404389,0.404389,0.0
184,303892,397034600,15,7,2016,10,59,14,559873025,168.965,0.126699,0.736036,27.3944,-1.23359,2.68316,196.631,1.87694,-2.56661,56.3999,-0.0808072,2.22159e-05,2.22159e-05,0.0
185,303892,2221188064,15,7,2016,18,15,23,587584405,88.5976,2.46261,-0.55678,68.7496,2.2411,1.32853,20.48,0.626143,-1.04792,41.1592,1.90034,0.00326776,0.00326776,0.0
186,303892,3150042636,15,7,2016,22,27,29,331628245,18.2998,-2.45504,-1.61005,24.6684,-1.75935,-1.85755,54.6044,-2.0754,0.540739,43.7819,2.8817,0.568053,0.568053,0.0
187,303892,2321847214,15,7,2016,18,41,15,616453900,56.48,1.02994,-0.259611,31.7256,1.83747,1.15178,19.7848,1.53556,1.68252,34.5049,0.113149,0.207309,0.207309,0.0
188,303892,4129729851,16,7,2016,3,22,21,273782860,65.9518,1.39561,2.2174,42.6461,-0.218318,-2.25424,32.8256,-1.61598,-1.27298,64.2847,0.0962602,0.000951197,0.000951197,0.0
189,303892,5095384224,16,7,2016,8,37,25,172126220,42.0903,-1.0404,-0.211411,26.2536,-2.25023,-0.0700512,62.6023,0.240446,-2.69717,40.6121,2.36889,0.240447,0.240447,0.0
156,303943,2533976600,16,7,2016,22,0,32,39929310,15.7252,0.910629,0.305881,15.441,-0.00276892,-0.0941831,30.7524,-0.555945,-1.48283,41.2974,2.45788,0.181479,0.181479,51.0
157,303943,1756975286,16,7,2016,18,50,11,42641540,66.243,-0.0607716,-2.62664,70.522,-0.295301,-0.572359,112.922,-2.16284,1.20189,51.5104,-2.35263,0.00263337,0.00263337,0.0
158,303943,1781075927,16,7,2016,18,55,22,952061740,159.0,1.84017,-3.1281,212.319,0.429753,1.0149,176.276,-0.0741096,-1.24638,32.9341,1.83823,1.27697e-13,1.27697e-13,0.0
159,303943,3361761791,17,7,2016,1,32,38,907170670,65.1107,0.994056,-2.35448,164.934,0.511895,-0.890178,31.5379,1.95794,0.340593,170.764,-0.642076,0.00518625,0.00518625,0.0
160,303943,5199381121,17,7,2016,10,54,14,614347895,65.7745,0.988101,-1.27025,63.142,0.594376,-1.76726,79.9371,-2.24147,2.27416,30.1224,1.11056,0.066141,0.066141,0.0
161,304008,4517685139,19,7,2016,4,52,3,961659920,28.2286,-0.347248,-3.07322,19.8218,0.767414,1.69595,16.6677,-1.30766,-0.57764,51.984,-0.865231,0.346171,0.346171,65.0
264,304128,2516612488,20,7,2016,6,5,18,864421505,49.6703,1.91331,2.12021,29.5665,1.63192,1.04865,83.7396,-0.78818,-1.16188,65.2113,-1.88079,0.0978325,0.0978325,120.0
192,304178,712241041,21,7,2016,6,46,52,398557800,34.8966,-1.51016,2.52263,21.8219,-1.15289,-0.738082,25.417,-0.780548,-0.713482,45.6006,2.61179,0.179735,0.179735,50.0
193,304178,1953957937,21,7,2016,11,52,22,928233825,116.302,2.21655,-1.52267,51.283,2.10548,-1.09045,192.192,0.848225,2.04278,57.1395,-0.0487258,0.402762,0.402762,0.0
194,304178,2367959009,21,7,2016,13,28,59,629199800,62.0378,-0.759493,1.63244,26.009,0.480861,2.56798,84.9244,-0.175556,-2.05042,40.4489,-0.448164,0.155866,0.155866,0.0
87,304198,634104462,22,7,2016,4,10,46,6983530,16.227,-0.531714,-1.29617,63.5671,-0.428779,-2.75511,50.5222,0.233424,0.636237,44.3026,1.30209,0.416465,0.416465,20.0
31,304211,845645461,22,7,2016,15,22,16,105990295,49.163,-0.47086,0.329455,35.964,0.0139152,-0.199294,61.4487,0.0509972,1.22831,95.9786,2.7375,0.796519,0.796519,13.0
135,304243,1409472823,23,7,2016,0,26,11,457748815,36.7542,-0.47201,1.8904,48.0583,-0.931065,1.55296,57.1044,-1.10503,-0.126422,36.7054,-1.03757,0.408586,0.408586,32.0
136,304243,2430176215,23,7,2016,4,46,5,588209540,42.5935,1.05966,0.380075,84.7477,0.400555,0.482199,28.8534,-1.057,0.93185,39.621,-2.81685,0.154692,0.154692,0.0
137,304243,2459927552,23,7,2016,4,53,59,884546185,112.376,-0.373225,0.414963,37.6595,-0.013854,0.348516,65.0311,-1.73309,1.59427,35.9667,-2.55403,0.0810824,0.0810824,0.0
138,304243,2694975087,23,7,2016,5,58,41,631721125,113.374,1.24729,0.900662,89.7027,1.63175,-0.589678,42.4394,0.165336,-2.46144,50.2368,2.21487,0.000715401,0.000715401,0.0
139,304243,2470853818,23,7,2016,4,56,53,223743155,39.916,0.516018,0.694131,16.5756,-0.117585,-1.3042,23.8831,1.71709,-1.25452,77.8855,-1.45827,0.260267,0.260267,0.0
140,304243,3458356711,23,7,2016,9,48,52,528218560,65.2882,0.059806,-0.544548,27.0803,-0.0882168,-0.276282,74.5121,0.325997,2.27438,37.1255,-2.6502,0.359171,0.359171,0.0
141,304243,3545251280,23,7,2016,10,17,13,478009545,60.1638,-0.312219,-2.24441,111.566,-0.382352,-1.80919,51.9248,2.07125,0.217913,130.967,1.1088,0.933617,0.933617,0.0
245,304308,239862106,23,7,2016,16,13,26,613619425,29.392,0.963428,1.34686,35.3954,0.32676,0.427448,44.6908,-0.626479,-1.36095,57.4312,-3.0674,0.392775,0.392775,65.0
246,304337,647018281,23,7,2016,21,8,54,593354275,18.7863,0.245191,2.89161,47.3468,-0.550202,2.90916,44.6676,0.689918,-1.22054,66.3745,0.421976,0.46938,0.46938,29.0
247,304337,954137652,23,7,2016,22,22,56,962301240,57.2922,-0.175233,1.94721,87.7636,0.258429,-1.93771,44.1842,-2.4955,-3.03958,58.3826,-0.432977,7.13291e-05,7.13291e-05,0.0
303,304431,1379210990,25,7,2016,3,45,56,965177195,95.1437,-1.19391,0.43255,30.8042,-1.07515,2.6736,107.095,-0.841123,-2.72841,36.7215,-0.329563,0.00918671,0.00918671,94.0
304,304431,1772017929,25,7,2016,5,18,11,515291905,35.4872,-0.77544,-3.08496,35.5394,-0.584084,-2.15278,138.066,0.865936,-1.35048,32.725,2.598,0.186477,0.186477,0.0
283,304494,689213185,25,7,2016,21,47,43,224138720,59.8626,-0.013401,-1.91269,75.0056,-0.268467,-2.12577,19.9965,0.861841,2.48657,80.1731,2.93588,0.221795,0.221795,63.0
369,305380,1525166147,2,8,2016,6,15,0,722707220,24.2485,0.497305,-2.66034,41.3208,1.00499,2.87198,36.2056,-1.56145,2.23019,45.2678,-1.29073,0.0854814,0.0854814,886.0
142,305543,2877069773,4,8,2016,7,54,25,345470980,143.839,-1.27006,-1.93342,48.3807,0.711402,2.77188,163.826,-0.899136,1.10953,79.9478,-1.85662,1.45369e-08,1.45369e-08,163.0
240,305618,2840407663,5,8,2016,10,18,30,595880735,42.5031,0.789357,-2.62159,24.8408,1.32492,3.09998,54.6833,-0.983535,1.12727,47.7863,-0.61919,0.246422,0.246422,75.0
241,305618,901063893,5,8,2016,2,6,43,926725770,115.475,2.31007,1.3551,55.4423,0.755855,-0.497007,100.912,1.62638,-2.60121,40.7958,-1.24206,1.58029e-05,1.58029e-05,0.0
83,305723,867703760,6,8,2016,16,13,32,388730840,19.6297,-2.04477,-0.0476068,210.192,-0.646277,1.20373,22.0747,-0.534501,-3.02947,35.1675,1.2773,0.0194409,0.0194409,105.0
248,305727,191920630,7,8,2016,4,38,15,382793790,29.5866,-0.107759,-0.592176,19.3296,-0.809249,-0.266216,70.0378,-2.05189,-2.13321,62.4996,0.990824,0.499307,0.499307,4.0
331,305735,1442811727,7,8,2016,16,41,23,841966820,192.773,0.970488,2.90849,97.6039,2.10943,-1.95892,311.673,0.0940521,0.352586,42.4492,-2.44539,7.97469e-09,7.97469e-09,8.0
358,305777,2054279238,8,8,2016,5,38,40,915996525,24.0671,1.10541,-2.70844,49.6753,1.18915,-1.39228,37.899,1.22772,0.07827,33.2358,-2.8453,0.219316,0.219316,42.0
359,305777,2462877520,8,8,2016,7,15,39,72990065,534.294,-0.916888,-2.25406,19.2635,-1.59464,0.165999,456.594,-1.01431,1.12851,116.216,-0.368601,4.34418e-07,4.34418e-07,0.0
360,305777,3170283463,8,8,2016,10,10,19,612410425,23.6817,-1.30348,-2.5555,31.6081,-1.18578,-2.02732,36.8755,-1.01901,2.88122,72.2164,2.41987,0.0816676,0.0816676,0.0
361,305777,3038493018,8,8,2016,9,35,43,290139450,41.2509,0.438611,-0.102865,75.6001,-1.28319,-1.62699,80.0645,-2.07341,1.53491,75.8812,3.12398,0.000120163,0.000120163,0.0
362,305777,4205399545,8,8,2016,15,10,24,22219215,178.216,-0.136429,-0.168153,107.723,-0.784642,-0.91979,60.5733,-0.288523,-2.44221,66.6548,-0.132433,0.00117932,0.00117932,0.0
348,305811,369103291,8,8,2016,19,45,6,56936740,17.9788,-0.869333,-1.69736,149.278,-0.732996,-1.14268,22.5623,-0.00491614,-1.8013,31.6457,1.54461,0.149313,0.149313,34.0
349,305811,410807089,8,8,2016,19,54,32,233368010,70.7809,-0.578115,-1.02032,51.4171,0.157924,2.04587,36.6096,2.07781,1.36683,31.8582,-1.99443,0.000110255,0.000110255,0.0
350,305811,1741135847,9,8,2016,1,48,6,552111880,347.884,1.52043,0.524609,74.9616,0.106321,0.541076,87.209,-1.07942,-0.959651,97.6913,-1.7007,1.48511e-09,1.48511e-09,0.0
351,305811,931989449,8,8,2016,21,58,44,613694200,19.1275,-0.759754,-0.13319,70.1142,-0.832577,0.557836,35.5503,-1.0102,1.44616,143.791,0.497442,0.296504,0.296504,0.0
352,305811,2160404906,9,8,2016,3,31,30,736031630,93.8282,-1.21263,1.0326,31.8043,-0.0867549,-1.56305,103.581,-0.249513,-2.02965,30.2957,-0.546306,0.00450942,0.00450942,0.0
76,305920,817202688,9,8,2016,21,31,37,939706265,79.2795,0.95933,-1.29703,44.6959,0.751773,-0.692232,55.6615,-0.256228,2.4689,68.8741,-2.52346,0.335154,0.335154,109.0
77,305920,1457464540,10,8,2016,0,8,1,604823840,270.139,-0.505918,1.00231,74.0746,-0.365708,-2.46856,34.4789,-1.05261,-2.39852,46.1729,-1.8647,0.000617283,0.000617283,0.0
78,305920,1828640197,10,8,2016,1,40,27,229480835,76.1542,-0.69269,2.67394,21.5475,-0.57974,1.19903,73.2392,1.19366,2.06747,65.9142,3.07716,0.0656024,0.0656024,0.0
79,305920,2145537624,10,8,2016,3,4,18,6909700,27.6367,-0.721108,1.89529,27.5965,0.392503,-0.601441,20.751,0.169941,-0.94941,33.592,2.96563,0.24452,0.24452,0.0
339,306269,585734918,13,8,2016,9,16,9,904372870,97.0555,0.729897,0.297365,79.906,0.16656,-0.14367,108.392,1.24386,-3.13412,137.896,-2.57808,0.226072,0.226072,349.0
340,306269,876388568,13,8,2016,10,22,59,177725505,39.8638,0.672707,2.02075,15.0515,-1.13724,2.32926,32.1528,-0.944816,-0.784208,52.801,0.710291,0.249682,0.249682,0.0
341,306269,905717067,13,8,2016,10,29,48,995107015,19.4923,-1.39592,0.998097,25.9884,-0.0726134,2.86321,28.7208,-1.31703,-1.59735,34.9604,-0.364786,0.14002,0.14002,0.0
342,306269,1184722122,13,8,2016,11,39,10,638497660,29.183,0.835694,-2.88268,18.2109,1.10569,-1.16311,37.5346,0.858736,0.418115,34.6758,-0.150875,0.370742,0.370742,0.0
47,306278,567689133,13,8,2016,17,54,37,733074695,93.709,2.27851,1.88321,75.1798,2.26047,-1.3331,91.6,-1.90864,2.03246,44.3129,-0.979677,1.92502e-06,1.92502e-06,9.0
48,306278,1353056010,13,8,2016,21,13,27,226661675,148.373,-2.25237,1.35625,216.41,-0.366806,2.385,674.417,-0.432849,-1.18187,230.346,2.03444,7.413159999999999e-20,7.413159999999999e-20,0.0
49,306278,2239965462,14,8,2016,1,15,35,68397565,24.6413,1.3831,-0.635398,27.3879,0.17387,2.89811,35.7028,-0.875312,-2.8852,46.4713,0.358557,0.11029,0.11029,0.0
50,306278,723987816,13,8,2016,18,30,44,100783690,89.5443,0.147069,-0.0328786,185.93,-0.433121,2.04548,55.023,-0.275678,-2.18283,125.762,-1.34821,0.00173961,0.00173961,0.0
51,306310,841989016,14,8,2016,13,46,7,315255550,79.0825,-0.868218,-2.90169,48.6663,-2.44774,-2.04128,90.3431,-1.79371,0.210634,69.7134,1.30843,0.000959123,0.000959123,32.0
52,306310,1730208842,14,8,2016,17,44,11,113648225,60.3059,0.843193,-2.82448,19.3749,0.775875,1.48455,26.715,-2.03837,-2.07955,68.1954,0.44944,0.0513632,0.0513632,0.0
53,306310,2486649070,14,8,2016,21,13,30,250283685,96.3576,-0.154761,1.51931,73.4344,-0.728913,-3.0136,84.7522,0.111012,-1.0869,31.9956,-0.590021,0.000441074,0.000441074,0.0
54,306310,4395367102,15,8,2016,9,5,30,424736135,30.7031,-0.373486,0.548707,153.069,0.149542,1.35878,132.787,1.74568,-1.56199,60.9275,-2.24369,0.10026,0.10026,0.0
195,306442,1613730771,17,8,2016,0,28,25,93018645,19.3118,-0.566135,-0.585312,39.3796,-0.00864354,-1.77158,43.151,-1.98929,-2.28724,56.0918,2.22299,0.203261,0.203261,132.0
196,306442,1597994509,17,8,2016,0,24,28,831597220,191.603,-0.265755,-2.0282,63.7424,0.665441,0.127953,32.3261,-0.221222,1.38131,146.243,1.42331,0.00272364,0.00272364,0.0
162,306448,618679315,17,8,2016,4,25,16,906753945,36.6421,1.78724,-0.862446,16.8705,1.19543,-0.240209,35.4023,1.99897,0.422307,71.5652,2.8946,0.665775,0.665775,6.0
163,306448,675468686,17,8,2016,4,40,9,238281910,36.6692,0.84497,0.51836,23.2626,1.96644,-1.92582,21.7335,2.335,-2.08846,33.1953,0.637358,0.172435,0.172435,0.0
164,306448,913707288,17,8,2016,5,44,23,759851180,90.4247,-1.59921,0.209957,51.6418,-1.42768,-0.735754,144.008,-0.209542,2.44523,64.5045,1.1992,0.220726,0.220726,0.0
165,306448,627210635,17,8,2016,4,27,23,926270545,34.2302,0.495721,-0.903279,22.3436,-0.229462,1.33192,210.439,-1.15317,-2.88438,180.156,0.303949,0.0700616,0.0700616,0.0
166,306448,569817729,17,8,2016,4,12,55,293722495,107.175,0.559018,-2.93543,29.5476,1.95352,-2.52051,33.955,0.86481,-0.278776,66.6888,-1.99187,0.0905508,0.0905508,0.0
242,307195,1943548577,26,8,2016,3,34,1,963708470,16.2157,0.580912,2.66562,29.8304,0.128325,-0.209993,42.4154,-0.837804,-0.817885,47.5069,2.28613,0.224679,0.224679,747.0
243,307195,1376888597,26,8,2016,0,53,53,519591680,81.5291,0.458532,-1.65965,88.5138,0.876307,2.5018,76.7151,2.09949,0.820165,81.2669,0.655472,0.00023405,0.00023405,0.0
316,307259,1042864135,26,8,2016,19,6,8,426466505,153.727,-0.132085,-0.446298,32.5227,-0.228168,-1.23061,172.725,-0.508291,2.14272,48.7324,-2.71962,0.424208,0.424208,64.0
317,307259,444780806,26,8,2016,16,43,1,299031260,45.3953,0.549364,-1.88707,105.211,0.837088,2.29989,81.2588,-1.08921,0.128309,48.7771,-1.52418,0.000350305,0.000350305,0.0
318,307259,3410347211,27,8,2016,6,22,5,652064455,24.0009,0.708577,1.95393,43.6793,0.684128,2.44062,45.5624,1.94643,2.1945,56.3538,0.90563,0.0856164,0.0856164,0.0
302,307306,507320890,27,8,2016,13,13,31,978954220,138.965,0.947455,2.93262,39.7353,1.98714,-1.92857,39.5815,1.68736,-1.17792,64.6722,2.70233,0.00343075,0.00343075,47.0
143,307354,594687120,28,8,2016,0,27,46,1932700,100.621,-2.29189,1.22142,88.1344,-1.7302,-2.97296,31.6842,-1.12591,-1.04694,46.8996,-1.69063,0.00453196,0.00453196,48.0
290,307358,1412891030,28,8,2016,10,23,33,118016380,25.3676,1.19088,0.0375197,161.426,1.14448,-0.842851,23.5389,0.424428,-2.95018,63.5467,-1.72945,0.157734,0.157734,4.0
257,307394,528614476,29,8,2016,0,25,24,189825875,30.367,-1.61893,-1.56908,96.2866,-1.88861,-1.81893,180.271,-1.26967,-1.81647,247.893,1.54748,0.00364635,0.00364635,36.0
258,307394,639410780,29,8,2016,0,51,51,501286560,19.4711,-0.0664015,0.823689,83.6841,0.29102,-0.751864,32.9581,-0.206931,-0.87989,61.0841,1.19398,0.214612,0.214612,0.0
259,307394,1747517864,29,8,2016,5,47,28,612839345,20.6738,-0.568749,2.06713,45.7501,0.217049,-2.71479,28.6914,-2.12187,3.11728,39.7249,-0.881576,0.162897,0.162897,0.0
260,307394,3029789613,29,8,2016,11,48,3,32854970,57.5421,-0.570717,2.29081,70.8271,-0.475735,2.5054,51.2684,-1.15097,0.779926,58.4571,-1.62657,0.280859,0.280859,0.0
261,307394,1740399456,29,8,2016,5,45,39,811754785,28.4407,2.14209,2.78172,34.2524,1.55799,-2.86076,74.3381,0.707461,-0.507129,31.2735,1.69513,0.262657,0.262657,0.0
55,307454,2625614500,30,8,2016,6,27,29,472423440,199.422,-0.583589,-0.516405,75.1547,0.570361,0.377162,300.802,0.762837,2.85534,30.7978,-1.32197,4.28792e-05,4.28792e-05,60.0
56,307454,2445072490,30,8,2016,5,38,45,282187015,88.911,-1.39473,-2.04734,40.5302,-1.27796,-1.25721,36.2239,-2.16936,0.826986,116.823,1.40448,0.628742,0.628742,0.0
57,307454,2270729394,30,8,2016,4,53,30,988874955,95.9131,-0.694255,3.07669,50.4509,1.19441,-2.2301,146.467,-1.56503,0.072819,43.6893,2.65887,1.99862e-06,1.99862e-06,0.0
58,307454,1231122550,30,8,2016,0,20,21,991597835,78.021,0.881345,1.02582,62.3453,0.126238,1.00639,206.836,1.10091,2.54014,229.879,2.84272,0.230745,0.230745,0.0
59,307454,1140526314,29,8,2016,23,58,55,378258865,38.4426,1.70818,-3.076,25.0679,1.43167,-2.00186,21.4733,2.10498,-1.2085,56.0395,0.986769,0.493455,0.493455,0.0
60,307514,1444276317,31,8,2016,2,14,12,644756870,29.0079,-2.34759,2.61325,48.2891,-2.35835,0.869018,148.142,-1.99021,-1.47113,58.4016,-2.88125,0.40239,0.40239,60.0
167,307539,954644788,31,8,2016,13,57,39,96877485,79.6068,-0.762083,-2.48773,87.0016,-2.24009,-2.8321,179.762,-0.61762,0.668978,33.6994,-1.33652,7.29721e-05,7.29721e-05,25.0
168,307539,725977349,31,8,2016,13,0,24,785498100,40.0644,2.46262,1.67907,39.2746,2.48154,-2.84332,51.0618,0.952792,0.163408,37.634,-2.00098,0.140598,0.140598,0.0
61,307569,3022825125,1,9,2016,5,12,13,898939700,71.302,-1.47219,-1.32029,48.4213,-0.699235,1.22011,78.36,1.00379,1.97457,49.2509,-1.47189,0.000194273,0.000194273,30.0
353,307569,1228297783,31,8,2016,20,52,44,242956115,76.0294,-0.988289,-1.96198,21.0046,-2.46452,0.0191841,93.836,-1.7751,1.90496,38.2332,-0.275929,0.0383469,0.0383469,0.0
88,307601,1119489162,1,9,2016,12,40,49,418604525,25.9247,1.32046,-1.62862,56.2729,1.92948,-1.77611,48.1504,0.388963,-2.21838,64.1979,2.57997,0.355106,0.355106,32.0
89,307601,2246222707,1,9,2016,17,45,1,786154745,66.301,0.86746,-0.268217,161.356,-0.556836,-0.742006,118.053,0.829285,2.86829,66.0291,2.01203,1.66837e-05,1.66837e-05,0.0
90,307601,1327681989,1,9,2016,13,35,6,422814845,91.5291,-1.47124,-0.520425,42.5349,-1.29213,-0.626678,43.8462,0.302041,2.37596,88.8093,2.71138,0.301712,0.301712,0.0
91,307601,1917010507,1,9,2016,16,17,6,903997445,15.245,0.396451,-1.68532,18.1979,0.400846,-0.0416562,32.0419,-0.0689833,0.524501,42.4728,-3.12071,0.161784,0.161784,0.0
233,307601,606207793,1,9,2016,10,33,58,808724950,18.1993,0.526262,2.60346,102.592,0.546985,-2.82099,240.058,0.70728,0.892249,103.985,2.64252,0.7678,0.7678,0.0
234,307601,2436548752,1,9,2016,18,33,33,384013500,39.4812,-0.251547,-0.216228,49.1777,0.553581,1.60908,55.4058,1.99644,-2.59073,48.9909,-2.70308,0.0302266,0.0302266,0.0
62,307656,1910198224,2,9,2016,18,16,13,399671450,101.803,-1.04179,-2.6226,103.739,0.300763,-1.03216,47.267,0.0209795,1.17316,54.6214,1.39551,0.00187607,0.00187607,55.0
63,307656,2006891296,2,9,2016,18,39,51,130598680,29.9414,0.798729,0.678878,50.3212,-1.9806,-1.67982,29.2582,-2.08906,-2.04217,85.0883,1.76365,0.0114381,0.0114381,0.0
64,307656,3798714357,3,9,2016,3,0,57,469064925,43.778,0.137618,-1.3879,48.7199,1.93113,-2.68348,64.3228,-1.16585,1.02868,82.1662,2.53781,0.000698407,0.000698407,0.0
65,307656,2817159037,2,9,2016,22,10,13,347054600,17.991,-0.482741,1.5653,55.2194,-0.767522,1.93963,26.9407,0.316801,0.0983293,70.9907,-1.81866,0.4507,0.4507,0.0
66,307656,3072474968,2,9,2016,23,21,0,462850230,39.0239,-0.233012,2.22396,24.5253,-0.49707,-0.534436,50.7403,1.6519,-0.51715,42.7073,3.03479,0.0776406,0.0776406,0.0
67,307656,2018552159,2,9,2016,18,42,36,218353410,44.6835,1.90443,-0.387515,23.3347,1.50235,-1.06854,97.659,1.74357,-1.38554,58.3731,2.57461,0.261392,0.261392,0.0
68,307656,2938911822,2,9,2016,22,42,47,606354950,31.2536,0.828308,-2.44311,40.0633,0.0109091,2.8764,56.9879,-1.68309,-0.605411,52.5679,1.10396,0.245918,0.245918,0.0
69,307656,2692164081,2,9,2016,21,37,18,536548465,135.639,-0.806087,2.07632,30.2405,-0.491179,1.68795,134.336,-1.98039,-1.06954,31.8027,-1.35601,0.412591,0.412591,0.0
70,307656,3581558689,3,9,2016,1,53,10,241257700,114.734,2.16482,0.438844,42.4736,2.11612,2.50804,64.3319,2.26589,-1.65834,100.253,2.66052,0.0155971,0.0155971,0.0
71,307710,258972858,3,9,2016,11,26,1,260863810,30.7394,1.94208,1.03909,41.8247,2.37748,1.93223,81.5932,1.92016,-1.78876,47.2011,1.49604,0.618092,0.618092,54.0
343,307716,735590681,3,9,2016,18,4,48,829333830,297.828,1.99973,2.0262,42.9243,1.06909,2.72409,146.425,0.273045,-1.47321,168.165,-0.880536,8.92321e-06,8.92321e-06,6.0
344,307716,1468008908,3,9,2016,20,59,50,37975865,47.978,0.639266,-0.303307,140.055,0.0286502,-0.205114,133.373,-0.104145,2.40137,52.0644,2.97465,0.503574,0.503574,0.0
345,307716,827129003,3,9,2016,18,25,26,127698525,15.9806,0.242722,2.1036,47.8107,-1.44139,1.0671,88.503,-2.06145,-2.22938,49.0421,0.453149,0.303207,0.303207,0.0
197,307732,1138801308,4,9,2016,5,38,25,979644765,155.845,-1.59375,-2.35553,57.2263,-0.97451,-2.10023,52.008,-2.23147,1.04932,196.129,0.805236,0.293614,0.293614,16.0
198,307732,1310732401,4,9,2016,6,20,24,281105590,220.787,0.287583,2.2068,16.6935,2.47666,-2.07612,138.269,-0.859676,-1.19449,98.9242,-0.489509,2.69869e-07,2.69869e-07,0.0
199,307732,2802217784,4,9,2016,12,29,45,187460135,179.961,-1.11387,-2.93312,142.282,-0.951952,-0.12423,38.5857,2.49279,1.58471,38.7335,0.873892,8.36785e-13,8.36785e-13,0.0
200,307732,1777168878,4,9,2016,8,6,10,70424150,88.3386,-0.224683,-2.1984,123.091,-0.0343616,0.389039,25.0509,2.01902,1.91394,68.4412,-2.58299,6.31948e-05,6.31948e-05,0.0
201,307732,652988770,4,9,2016,3,35,59,418121675,53.6462,1.00456,1.56983,109.384,1.33138,-1.37725,47.7596,-2.02237,-1.15296,44.8633,3.02611,4.52802e-06,4.52802e-06,0.0
319,307861,1913560104,6,9,2016,5,1,20,9479490,254.444,-1.59787,2.67949,74.2724,-1.0417,-2.65096,69.0043,-0.419195,2.03903,71.102,0.215185,0.000779253,0.000779253,129.0
320,307861,2185287494,6,9,2016,6,14,7,263150135,46.0571,-0.654475,2.24793,47.3975,-1.09452,1.09231,170.764,-0.373057,-2.42212,81.6007,0.619986,0.194155,0.194155,0.0
104,307935,507017009,6,9,2016,17,59,54,999898090,34.8478,1.61996,-0.7269,36.1875,0.601242,0.765601,15.3204,0.467522,1.72156,49.9573,2.97233,0.209289,0.209289,74.0
105,307935,725145089,6,9,2016,18,50,6,71202040,33.3733,0.945184,1.71657,98.8584,0.317777,0.472209,110.81,0.187591,-2.06917,36.9608,2.73121,0.202677,0.202677,0.0
106,307935,2023882180,7,9,2016,0,5,51,204684705,18.5043,1.10894,-2.69808,16.5646,2.2743,-1.39041,54.7222,-0.695627,-2.71803,70.1705,0.602922,0.447768,0.447768,0.0
107,307935,1331521109,6,9,2016,21,21,2,356034015,62.3392,-0.351858,-1.36979,193.864,1.81064,-0.609924,73.0621,0.0530947,1.61146,35.4177,2.33618,2.05822e-05,2.05822e-05,0.0
108,307935,3187977323,7,9,2016,5,24,26,777377280,49.2747,1.0523,1.73419,42.8325,0.576614,2.563,17.7941,2.14202,1.97176,56.7656,-1.39309,0.535939,0.535939,0.0
202,308047,1524867848,8,9,2016,15,6,11,237513190,76.6144,-2.27746,-3.04618,20.7884,-1.61561,-3.03515,122.163,-2.00581,0.857488,36.564,-1.12064,0.482211,0.482211,112.0
203,308047,2689465229,8,9,2016,20,15,57,310608940,118.63,0.137052,-2.81287,102.49,0.488624,-0.43394,84.4687,2.43396,2.15847,97.6693,2.10053,2.24205e-07,2.24205e-07,0.0
